,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure_months,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_montly_charge,monthly_rate_validation,contract_type.1,phone_service.1,internet_service.1,tenure_month_ages,Phone,Internet,Services
2709,3858-VOBET,Male,No,No,No,2,2,0,Electronic check,$74.95,"$1,710.45",Yes,22.82,False,True,True,True,True,0,2019-09-01,$74.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,23,False,False,Phone and Internet
2711,3859-CVCET,Female,No,No,No,1,1,0,Mailed check,$45.65,$191.05,Yes,4.19,True,True,True,True,True,0,2021-03-21,$45.65,TRUE,Month-to-Month,One Line,DSL,4,False,False,Phone and Internet
2713,3863-QSTYI,Male,No,No,No,1,1,0,Electronic check,$64.65,"$3,735.45",No,57.78,False,False,True,True,True,0,2016-10-03,$64.65,TRUE,Month-to-Month,One Line,DSL,58,False,False,Phone and Internet
2714,3865-QBWSJ,Male,Yes,No,Yes,2,2,0,Mailed check,$80.45,"$3,162.65",No,39.31,False,False,True,True,True,2,2018-04-18,$80.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,39,False,False,Phone and Internet
2717,3865-ZYKAD,Male,Yes,Yes,No,2,2,0,Credit card (automatic),$84.90,"$5,785.65",No,68.15,False,False,True,True,True,1,2015-11-23,$84.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,68,False,False,Phone and Internet
2718,3866-MDTUB,Female,No,No,No,1,1,0,Electronic check,$70.75,$146.90,Yes,2.08,True,True,True,True,True,0,2021-05-24,$70.75,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
2721,3871-IKPYH,Male,Yes,No,No,1,2,0,Electronic check,$69.10,$69.10,Yes,1.0,False,True,True,True,True,0,2021-06-26,$69.10,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2722,3873-NFTGI,Male,No,No,No,2,1,0,Credit card (automatic),$55.50,$767.55,No,13.83,False,False,True,True,True,0,2020-06-01,$55.50,TRUE,Month-to-Month,Two or More Lines,DSL,14,False,False,Phone and Internet
2724,3874-EQOEP,Male,No,No,No,2,2,0,Mailed check,$95.00,$655.50,Yes,6.9,False,True,True,True,True,0,2020-12-29,$95.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,7,False,False,Phone and Internet
2725,3877-JRJIP,Male,No,No,No,2,1,0,Electronic check,$59.85,$59.85,Yes,1.0,False,True,True,True,True,0,2021-06-26,$59.85,TRUE,Month-to-Month,Two or More Lines,DSL,1,False,False,Phone and Internet
2726,3878-AVSOQ,Female,Yes,No,No,1,2,0,Electronic check,$71.25,$71.25,No,1.0,True,False,True,True,True,0,2021-06-26,$71.25,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2728,3884-HCSWG,Female,No,No,No,1,2,0,Electronic check,$70.00,"$1,144.50",Yes,16.35,True,True,True,True,True,0,2020-03-16,$70.00,TRUE,Month-to-Month,One Line,Fiber Optic,16,False,False,Phone and Internet
2733,3890-RTCMS,Male,No,No,No,1,1,0,Mailed check,$49.45,$799.00,No,16.16,False,False,True,True,True,0,2020-03-22,$49.45,TRUE,Month-to-Month,One Line,DSL,16,False,False,Phone and Internet
2735,3891-PUQOD,Female,No,No,Yes,1,1,0,Electronic check,$59.20,$59.20,Yes,1.0,True,True,True,True,True,2,2021-06-26,$59.20,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2737,3893-JRNFS,Male,No,No,No,0,1,0,Bank transfer (automatic),$39.90,"$2,796.35",No,70.08,False,False,False,True,False,0,2015-09-25,$39.90,TRUE,Month-to-Month,No Phone Service,DSL,70,False,True,Internet
2738,3896-RCYYE,Female,No,No,No,0,1,0,Credit card (automatic),$53.40,"$3,579.15",No,67.03,True,False,False,True,False,0,2015-12-27,$53.40,TRUE,Month-to-Month,No Phone Service,DSL,67,False,True,Internet
2741,3898-GUYTS,Female,Yes,No,No,2,2,0,Electronic check,$97.05,"$4,385.05",No,45.18,True,False,True,True,True,0,2017-10-21,$97.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,45,False,False,Phone and Internet
2742,3900-AQPHZ,Female,No,No,No,1,0,0,Mailed check,$19.90,$19.90,Yes,1.0,True,True,True,False,False,0,2021-06-26,$19.90,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2743,3902-FOIGH,Male,Yes,Yes,No,2,2,0,Electronic check,$101.35,"$1,218.55",Yes,12.02,False,True,True,True,True,1,2020-07-26,$101.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,12,False,False,Phone and Internet
2745,3904-UKFRE,Male,No,No,No,2,2,0,Electronic check,$80.10,$336.15,No,4.2,False,False,True,True,True,0,2021-03-21,$80.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
2746,3908-BLSYF,Female,No,No,No,1,2,0,Electronic check,$83.90,$497.55,Yes,5.93,True,True,True,True,True,0,2021-01-27,$83.90,TRUE,Month-to-Month,One Line,Fiber Optic,6,False,False,Phone and Internet
2752,3914-FDRHP,Male,No,No,No,1,2,0,Electronic check,$86.25,$770.50,No,8.93,False,False,True,True,True,0,2020-10-28,$86.25,TRUE,Month-to-Month,One Line,Fiber Optic,9,False,False,Phone and Internet
2754,3916-NRPAP,Male,No,No,No,1,2,0,Credit card (automatic),$85.70,$256.75,No,3.0,False,False,True,True,True,0,2021-04-26,$85.70,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2755,3920-HIHMQ,Female,No,No,Yes,2,1,0,Mailed check,$49.50,"$1,265.65",No,25.57,True,False,True,True,True,2,2019-06-10,$49.50,TRUE,Month-to-Month,Two or More Lines,DSL,26,False,False,Phone and Internet
2756,3923-CSIHK,Female,Yes,Yes,No,1,2,0,Electronic check,$71.05,"$3,444.85",Yes,48.48,True,True,True,True,True,1,2017-07-13,$71.05,TRUE,Month-to-Month,One Line,Fiber Optic,48,False,False,Phone and Internet
2757,3926-CUQZX,Male,No,No,No,1,1,0,Bank transfer (automatic),$45.10,$45.10,Yes,1.0,False,True,True,True,True,0,2021-06-26,$45.10,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2760,3930-ZGWVE,Male,No,No,No,1,0,0,Mailed check,$19.75,$19.75,No,1.0,False,False,True,False,False,0,2021-06-26,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2762,3932-IJWDZ,Male,No,No,No,2,2,0,Bank transfer (automatic),$103.65,"$4,747.85",No,45.81,False,False,True,True,True,0,2017-10-02,$103.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,46,False,False,Phone and Internet
2764,3934-HXCFZ,Male,No,Yes,No,2,2,0,Electronic check,$99.25,"$2,186.40",Yes,22.03,False,True,True,True,True,1,2019-09-25,$99.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,22,False,False,Phone and Internet
2766,3936-QQFLL,Male,No,No,No,1,0,0,Mailed check,$19.75,$39.30,No,1.99,False,False,True,False,False,0,2021-05-27,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
2769,3943-KDREE,Female,No,No,No,2,2,0,Bank transfer (automatic),$74.95,"$1,834.95",Yes,24.48,True,True,True,True,True,0,2019-07-13,$74.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,24,False,False,Phone and Internet
2770,3945-GFWQL,Female,No,No,Yes,1,1,0,Electronic check,$44.55,$480.60,Yes,10.79,True,True,True,True,True,2,2020-09-01,$44.55,TRUE,Month-to-Month,One Line,DSL,11,False,False,Phone and Internet
2772,3946-MHCZW,Male,No,No,No,1,1,0,Mailed check,$50.90,$50.90,Yes,1.0,False,True,True,True,True,0,2021-06-26,$50.90,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2773,3948-FVVRP,Male,No,Yes,Yes,1,1,0,Mailed check,$54.80,$452.80,No,8.26,False,False,True,True,True,3,2020-11-17,$54.80,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
2775,3948-XHGNA,Male,No,No,No,1,1,0,Bank transfer (automatic),$49.55,"$1,210.40",Yes,24.43,False,True,True,True,True,0,2019-07-14,$49.55,TRUE,Month-to-Month,One Line,DSL,24,False,False,Phone and Internet
2777,3951-NJCVI,Female,Yes,Yes,No,2,2,0,Electronic check,$95.05,"$3,944.50",No,41.5,True,False,True,True,True,1,2018-02-10,$95.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,41,False,False,Phone and Internet
2778,3955-JBZZM,Male,No,No,No,1,2,0,Electronic check,$78.80,"$1,641.30",No,20.83,False,False,True,True,True,0,2019-11-01,$78.80,TRUE,Month-to-Month,One Line,Fiber Optic,21,False,False,Phone and Internet
2779,3956-CJUST,Female,Yes,No,No,1,2,0,Bank transfer (automatic),$75.40,"$1,643.55",No,21.8,True,False,True,True,True,0,2019-10-02,$75.40,TRUE,Month-to-Month,One Line,Fiber Optic,22,False,False,Phone and Internet
2780,3956-MGXOG,Female,No,No,No,1,2,0,Electronic check,$80.60,"$2,244.95",No,27.85,True,False,True,True,True,0,2019-04-01,$80.60,TRUE,Month-to-Month,One Line,Fiber Optic,28,False,False,Phone and Internet
2782,3957-LXOLK,Female,Yes,No,No,2,2,0,Electronic check,$106.15,"$3,152.50",Yes,29.7,True,True,True,True,True,0,2019-02-04,$106.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,30,False,False,Phone and Internet
2784,3961-SXAXY,Male,No,No,No,1,1,0,Bank transfer (automatic),$44.05,$44.05,No,1.0,False,False,True,True,True,0,2021-06-26,$44.05,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2786,3966-HRMZA,Female,Yes,No,No,1,2,0,Mailed check,$75.05,$202.90,No,2.7,True,False,True,True,True,0,2021-05-05,$75.05,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2789,3969-GYXEL,Female,No,No,No,1,2,0,Electronic check,$76.40,$838.70,No,10.98,True,False,True,True,True,0,2020-08-27,$76.40,TRUE,Month-to-Month,One Line,Fiber Optic,11,False,False,Phone and Internet
2790,3969-JQABI,Female,No,Yes,No,1,1,0,Credit card (automatic),$65.25,"$3,791.60",No,58.11,True,False,True,True,True,1,2016-09-23,$65.25,TRUE,Month-to-Month,One Line,DSL,58,False,False,Phone and Internet
2793,3976-BWUCK,Female,No,Yes,No,2,2,0,Credit card (automatic),$94.10,"$2,804.45",Yes,29.8,True,True,True,True,True,1,2019-02-01,$94.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,30,False,False,Phone and Internet
2795,3976-NLDEZ,Male,No,No,No,1,0,0,Mailed check,$20.60,$20.60,No,1.0,False,False,True,False,False,0,2021-06-26,$20.60,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2796,3977-QCRSL,Female,No,No,No,1,0,0,Mailed check,$20.15,$117.95,No,5.85,True,False,True,False,False,0,2021-01-29,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,6,True,False,Phone
2798,3981-QSVQI,Male,No,No,No,1,0,0,Bank transfer (automatic),$19.70,$168.90,No,8.57,False,False,True,False,False,0,2020-11-08,$19.70,TRUE,Month-to-Month,One Line,No Internet Service,9,True,False,Phone
2799,3982-DQLUS,Male,Yes,Yes,Yes,2,2,0,Electronic check,$85.75,"$5,688.45",No,66.34,False,False,True,True,True,3,2016-01-17,$85.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,66,False,False,Phone and Internet
2801,3982-XWFZQ,Female,No,Yes,No,2,1,0,Electronic check,$50.25,"$2,203.65",Yes,43.85,True,True,True,True,True,1,2017-12-01,$50.25,TRUE,Month-to-Month,Two or More Lines,DSL,44,False,False,Phone and Internet
2803,3987-KQDDU,Male,No,No,No,1,2,0,Electronic check,$75.60,$661.55,No,8.75,False,False,True,True,True,0,2020-11-02,$75.60,TRUE,Month-to-Month,One Line,Fiber Optic,9,False,False,Phone and Internet
2804,3988-RQIXO,Female,Yes,No,No,1,2,0,Electronic check,$91.30,$91.30,Yes,1.0,True,True,True,True,True,0,2021-06-26,$91.30,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2805,3990-QYKBE,Male,Yes,Yes,No,2,2,0,Electronic check,$92.50,"$3,473.40",Yes,37.55,False,True,True,True,True,1,2018-06-10,$92.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,38,False,False,Phone and Internet
2806,3992-YWPKO,Female,No,No,No,2,2,0,Credit card (automatic),$109.90,$669.45,Yes,6.09,True,True,True,True,True,0,2021-01-22,$109.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,6,False,False,Phone and Internet
2807,3995-WFCSM,Female,No,No,No,1,1,0,Electronic check,$60.85,$111.40,No,1.83,True,False,True,True,True,0,2021-06-01,$60.85,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
2809,3999-QGRJH,Male,Yes,No,No,1,2,0,Electronic check,$69.70,$560.85,Yes,8.05,False,True,True,True,True,0,2020-11-24,$69.70,TRUE,Month-to-Month,One Line,Fiber Optic,8,False,False,Phone and Internet
2810,3999-WRNGR,Female,No,Yes,Yes,0,1,0,Electronic check,$49.75,"$3,069.45",No,61.7,True,False,False,True,False,3,2016-06-06,$49.75,TRUE,Month-to-Month,No Phone Service,DSL,62,False,True,Internet
2812,4001-TSBTV,Female,No,Yes,Yes,1,2,0,Electronic check,$91.55,"$5,511.65",No,60.2,True,False,True,True,True,3,2016-07-21,$91.55,TRUE,Month-to-Month,One Line,Fiber Optic,60,False,False,Phone and Internet
2813,4002-BQWPQ,Male,No,No,No,2,1,0,Bank transfer (automatic),$81.75,"$2,028.80",No,24.82,False,False,True,True,True,0,2019-07-03,$81.75,TRUE,Month-to-Month,Two or More Lines,DSL,25,False,False,Phone and Internet
2814,4003-FUSHP,Male,No,No,No,1,1,0,Credit card (automatic),$61.55,"$1,093.20",No,17.76,False,False,True,True,True,0,2020-02-02,$61.55,TRUE,Month-to-Month,One Line,DSL,18,False,False,Phone and Internet
2817,4007-NHVHI,Female,Yes,No,No,2,2,0,Electronic check,$96.85,"$5,219.65",No,53.89,True,False,True,True,True,0,2017-01-29,$96.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,54,False,False,Phone and Internet
2818,4009-ALQFH,Female,No,No,No,1,2,0,Electronic check,$99.50,"$2,369.05",Yes,23.81,True,True,True,True,True,0,2019-08-02,$99.50,TRUE,Month-to-Month,One Line,Fiber Optic,24,False,False,Phone and Internet
2819,4010-YLMVT,Female,No,No,No,2,2,0,Credit card (automatic),$106.60,"$5,893.95",No,55.29,True,False,True,True,True,0,2016-12-18,$106.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,55,False,False,Phone and Internet
2820,4011-ARPHK,Male,No,No,No,1,1,0,Mailed check,$50.35,"$1,411.35",No,28.03,False,False,True,True,True,0,2019-03-27,$50.35,TRUE,Month-to-Month,One Line,DSL,28,False,False,Phone and Internet
2822,4012-ZTHBR,Female,No,Yes,Yes,1,1,0,Electronic check,$44.95,$926.25,No,20.61,True,False,True,True,True,3,2019-11-08,$44.95,TRUE,Month-to-Month,One Line,DSL,21,False,False,Phone and Internet
2823,4013-GUXND,Male,No,No,No,1,0,0,Mailed check,$20.80,$20.80,No,1.0,False,False,True,False,False,0,2021-06-26,$20.80,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
2824,4013-TLDHQ,Male,No,No,No,1,2,0,Electronic check,$78.25,"$1,490.95",Yes,19.05,False,True,True,True,True,0,2019-12-25,$78.25,TRUE,Month-to-Month,One Line,Fiber Optic,19,False,False,Phone and Internet
2825,4013-UBXWQ,Female,No,No,No,2,1,0,Electronic check,$74.65,$521.10,Yes,6.98,True,True,True,True,True,0,2020-12-26,$74.65,TRUE,Month-to-Month,Two or More Lines,DSL,7,False,False,Phone and Internet
2827,4018-KJYUY,Male,No,No,Yes,1,0,0,Credit card (automatic),$20.15,$432.50,No,21.46,False,False,True,False,False,2,2019-10-13,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,21,True,False,Phone
2829,4020-KIUDI,Male,No,Yes,Yes,1,0,0,Credit card (automatic),$19.85,$138.85,No,6.99,False,False,True,False,False,3,2020-12-26,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,7,True,False,Phone
2830,4021-RQSNY,Male,Yes,Yes,No,2,2,0,Electronic check,$98.50,"$3,004.15",Yes,30.5,False,True,True,True,True,1,2019-01-11,$98.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,30,False,False,Phone and Internet
2833,4026-SKKHW,Male,No,No,No,1,1,0,Mailed check,$50.25,$152.30,No,3.03,False,False,True,True,True,0,2021-04-25,$50.25,TRUE,Month-to-Month,One Line,DSL,3,False,False,Phone and Internet
2834,4029-HPFVY,Male,No,No,No,1,2,0,Mailed check,$70.30,$220.40,No,3.14,False,False,True,True,True,0,2021-04-22,$70.30,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2835,4030-VPZBD,Female,No,No,No,0,1,0,Electronic check,$30.90,$59.05,Yes,1.91,True,True,False,True,False,0,2021-05-29,$30.90,TRUE,Month-to-Month,No Phone Service,DSL,2,False,True,Internet
2837,4039-HEUNW,Male,Yes,Yes,No,2,2,0,Electronic check,$96.50,"$3,436.10",Yes,35.61,False,True,True,True,True,1,2018-08-08,$96.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,36,False,False,Phone and Internet
2841,4054-CUMIA,Female,No,Yes,Yes,1,0,0,Mailed check,$20.25,$401.95,No,19.85,True,False,True,False,False,3,2019-12-01,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,20,True,False,Phone
2844,4059-IIEBK,Female,No,No,No,2,2,0,Bank transfer (automatic),$78.55,$522.95,No,6.66,True,False,True,True,True,0,2021-01-05,$78.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,7,False,False,Phone and Internet
2845,4060-LDNLU,Male,No,No,No,2,2,0,Electronic check,$96.20,$639.70,No,6.65,False,False,True,True,True,0,2021-01-05,$96.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,7,False,False,Phone and Internet
2846,4061-UKJWL,Male,No,No,No,1,1,0,Mailed check,$45.45,$141.70,No,3.12,False,False,True,True,True,0,2021-04-23,$45.45,TRUE,Month-to-Month,One Line,DSL,3,False,False,Phone and Internet
2847,4062-HBMOS,Male,No,No,No,2,2,0,Electronic check,$103.05,"$5,364.80",No,52.06,False,False,True,True,True,0,2017-03-26,$103.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,52,False,False,Phone and Internet
2848,4063-EIKNQ,Male,No,Yes,Yes,1,0,0,Bank transfer (automatic),$20.95,$267.35,No,12.76,False,False,True,False,False,3,2020-07-03,$20.95,TRUE,Month-to-Month,One Line,No Internet Service,13,True,False,Phone
2849,4065-JJAVA,Female,No,No,No,1,1,0,Electronic check,$49.50,$49.50,No,1.0,True,False,True,True,True,0,2021-06-26,$49.50,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2850,4067-HLYQI,Female,No,No,No,1,2,0,Bank transfer (automatic),$70.40,"$2,406.10",No,34.18,True,False,True,True,True,0,2018-09-21,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic,34,False,False,Phone and Internet
2851,4070-OKWVH,Female,No,Yes,No,2,2,0,Bank transfer (automatic),$94.60,"$5,025.80",No,53.13,True,False,True,True,True,1,2017-02-22,$94.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,53,False,False,Phone and Internet
2852,4072-IPYLT,Female,No,Yes,Yes,1,1,0,Credit card (automatic),$51.05,"$1,815.00",No,35.55,True,False,True,True,True,3,2018-08-10,$51.05,TRUE,Month-to-Month,One Line,DSL,36,False,False,Phone and Internet
2853,4074-SJFFA,Female,No,No,No,1,1,0,Mailed check,$54.75,$54.75,Yes,1.0,True,True,True,True,True,0,2021-06-26,$54.75,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
2856,4077-CROMM,Female,No,Yes,Yes,2,2,0,Electronic check,$104.20,"$3,243.45",Yes,31.13,True,True,True,True,True,3,2018-12-23,$104.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,31,False,False,Phone and Internet
2858,4078-SAYYN,Female,No,No,No,2,2,0,Electronic check,$100.75,"$1,129.75",Yes,11.21,True,True,True,True,True,0,2020-08-19,$100.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,11,False,False,Phone and Internet
2859,4079-ULGFR,Male,No,No,No,1,0,0,Mailed check,$20.00,$275.70,No,13.79,False,False,True,False,False,0,2020-06-02,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,14,True,False,Phone
2862,4080-IIARD,Female,No,Yes,No,2,1,0,Electronic check,$76.20,$981.45,No,12.88,True,False,True,True,True,1,2020-06-30,$76.20,TRUE,Month-to-Month,Two or More Lines,DSL,13,False,False,Phone and Internet
2863,4080-OGPJL,Female,No,No,No,2,1,0,Electronic check,$71.15,$563.65,Yes,7.92,True,True,True,True,True,0,2020-11-28,$71.15,TRUE,Month-to-Month,Two or More Lines,DSL,8,False,False,Phone and Internet
2866,4083-EUGRJ,Male,No,No,No,1,0,0,Mailed check,$20.25,$178.50,Yes,8.81,False,True,True,False,False,0,2020-10-31,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,9,True,False,Phone
2869,4086-YQSNZ,Female,Yes,Yes,No,1,2,0,Electronic check,$80.40,$224.05,Yes,2.79,True,True,True,True,True,1,2021-05-03,$80.40,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2871,4090-KPJIP,Female,No,No,No,2,2,0,Electronic check,$74.95,$212.40,No,2.83,True,False,True,True,True,0,2021-05-01,$74.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
2874,4094-NSEDU,Female,Yes,No,No,2,2,0,Electronic check,$94.25,"$1,973.75",Yes,20.94,True,True,True,True,True,0,2019-10-29,$94.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,21,False,False,Phone and Internet
2876,4098-NAUKP,Male,Yes,Yes,Yes,2,2,0,Electronic check,$84.65,"$5,683.60",No,67.14,False,False,True,True,True,3,2015-12-23,$84.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,67,False,False,Phone and Internet
2878,4102-OQUPX,Male,Yes,Yes,No,2,2,0,Electronic check,$74.40,$74.40,Yes,1.0,False,True,True,True,True,1,2021-06-26,$74.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
2879,4104-PVRPS,Male,No,Yes,No,1,1,0,Mailed check,$53.60,"$1,315.35",No,24.54,False,False,True,True,True,1,2019-07-11,$53.60,TRUE,Month-to-Month,One Line,DSL,25,False,False,Phone and Internet
2881,4109-CYRBD,Male,Yes,Yes,No,2,1,0,Electronic check,$51.60,"$1,442.00",No,27.95,False,False,True,True,True,1,2019-03-29,$51.60,TRUE,Month-to-Month,Two or More Lines,DSL,28,False,False,Phone and Internet
2882,4110-PFEUZ,Female,No,No,No,1,2,0,Mailed check,$69.55,$69.55,Yes,1.0,True,True,True,True,True,0,2021-06-26,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
2884,4112-LUEIZ,Male,No,No,No,1,2,0,Electronic check,$89.50,$863.10,Yes,9.64,False,True,True,True,True,0,2020-10-06,$89.50,TRUE,Month-to-Month,One Line,Fiber Optic,10,False,False,Phone and Internet
2887,4115-NZRKS,Female,Yes,No,No,1,2,0,Electronic check,$89.15,$574.35,No,6.44,True,False,True,True,True,0,2021-01-12,$89.15,TRUE,Month-to-Month,One Line,Fiber Optic,6,False,False,Phone and Internet
2890,4116-TZAQJ,Female,No,No,No,1,2,0,Credit card (automatic),$74.25,$639.65,Yes,8.61,True,True,True,True,True,0,2020-11-06,$74.25,TRUE,Month-to-Month,One Line,Fiber Optic,9,False,False,Phone and Internet
2894,4123-DVHPH,Male,No,Yes,No,2,2,0,Electronic check,$88.05,$801.30,No,9.1,False,False,True,True,True,1,2020-10-23,$88.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,9,False,False,Phone and Internet
2896,4124-MMETB,Male,No,No,No,2,2,0,Credit card (automatic),$94.65,"$2,104.55",Yes,22.24,False,True,True,True,True,0,2019-09-19,$94.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,22,False,False,Phone and Internet
2897,4128-ETESU,Female,Yes,Yes,No,2,2,0,Electronic check,$99.70,"$4,747.20",No,47.61,True,False,True,True,True,1,2017-08-08,$99.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,48,False,False,Phone and Internet
2899,4130-MZLCC,Female,No,No,No,1,1,0,Bank transfer (automatic),$50.55,$244.75,No,4.84,True,False,True,True,True,0,2021-03-01,$50.55,TRUE,Month-to-Month,One Line,DSL,5,False,False,Phone and Internet
2900,4132-KALRO,Female,No,No,No,2,2,0,Mailed check,$100.85,$399.25,No,3.96,True,False,True,True,True,0,2021-03-28,$100.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
2901,4132-POCZS,Male,No,Yes,No,0,1,0,Electronic check,$39.90,"$2,020.90",No,50.65,False,False,False,True,False,1,2017-05-08,$39.90,TRUE,Month-to-Month,No Phone Service,DSL,51,False,True,Internet
2902,4134-BSXLX,Male,No,Yes,No,1,1,0,Mailed check,$60.90,"$1,785.65",No,29.32,False,False,True,True,True,1,2019-02-16,$60.90,TRUE,Month-to-Month,One Line,DSL,29,False,False,Phone and Internet
2904,4137-BTIKL,Male,No,No,No,2,2,0,Mailed check,$90.75,$174.75,No,1.93,False,False,True,True,True,0,2021-05-29,$90.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,2,False,False,Phone and Internet
2906,4138-NAXED,Male,No,No,No,2,2,0,Bank transfer (automatic),$81.00,"$4,085.75",No,50.44,False,False,True,True,True,0,2017-05-14,$81.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,50,False,False,Phone and Internet
2908,4139-JPIAM,Male,No,No,No,0,1,0,Credit card (automatic),$44.45,"$2,181.55",No,49.08,False,False,False,True,False,0,2017-06-25,$44.45,TRUE,Month-to-Month,No Phone Service,DSL,49,False,True,Internet
2909,4139-SUGLD,Male,No,Yes,Yes,0,1,0,Bank transfer (automatic),$35.40,"$1,077.50",Yes,30.44,False,True,False,True,False,3,2019-01-13,$35.40,TRUE,Month-to-Month,No Phone Service,DSL,30,False,True,Internet
2910,4140-MUHUG,Female,Yes,No,No,1,2,0,Electronic check,$86.85,$220.95,Yes,2.54,True,True,True,True,True,0,2021-05-10,$86.85,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
2911,4140-WJAWW,Female,No,No,No,1,0,0,Credit card (automatic),$19.85,$108.05,Yes,5.44,True,True,True,False,False,0,2021-02-11,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,5,True,False,Phone
2912,4143-HHPMK,Male,No,No,No,1,2,0,Electronic check,$85.35,"$4,338.60",Yes,50.83,False,True,True,True,True,0,2017-05-02,$85.35,TRUE,Month-to-Month,One Line,Fiber Optic,51,False,False,Phone and Internet
2913,4143-OOBWZ,Male,No,Yes,No,2,2,0,Electronic check,$81.30,$416.30,Yes,5.12,False,True,True,True,True,1,2021-02-21,$81.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,5,False,False,Phone and Internet
2914,4145-UQXUQ,Female,Yes,No,No,1,2,0,Electronic check,$92.10,$729.95,Yes,7.93,True,True,True,True,True,0,2020-11-27,$92.10,TRUE,Month-to-Month,One Line,Fiber Optic,8,False,False,Phone and Internet
